"persid","cluster_id","household_id","participant_id","age","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"y18h2960325p01",29,60325,2212,55,"female",18,9141,"Education",150.61,150.61,"public.transport",0.333333333333333,3.7,"weekday",9,"40 to 64","3-5km","public.transport",3.7,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960325p01",29,60325,2212,55,"female",18,9142,"Education",150.61,150.61,"walking",0.0333333333333333,0.27,"weekday",10,"40 to 64","<1km","walking",0.27,0.0333333333333333,0.233333333333333,0.233333333333333
"y18h2960325p02",29,60325,2213,25,"male",18,9143,"Other",245,295.67,"walking",0.0833333333333333,0.26,"weekday",1,"20 to 39","<1km","walking",0.26,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960325p02",29,60325,2213,25,"male",18,9144,"Leisure",245,295.67,"bicycle",0.333333333333333,2.87,"weekday",2,"20 to 39","3-5km","bicycle",2.87,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960325p02",29,60325,2213,25,"male",18,9145,"Leisure",245,295.67,"walking",0.25,0.6,"weekday",3,"20 to 39","<1km","walking",0.6,0.25,1.75,1.75
"y18h2960325p02",29,60325,2213,25,"male",18,9146,"Work",245,295.67,"bicycle",0.0833333333333333,0.8,"weekday",4,"20 to 39","<1km","bicycle",0.8,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960325p02",29,60325,2213,25,"male",18,9147,"Work",245,295.67,"bicycle",0.216666666666667,2.58,"weekday",5,"20 to 39","3-5km","bicycle",2.58,0.216666666666667,1.51666666666667,1.51666666666667
"y18h2960327p01",29,60327,2214,47,"male",18,9148,"Shopping",505.24,505.24,"car",0.333333333333333,7.92,"weekend day",1,"40 to 64","6-10km","car",7.92,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960327p01",29,60327,2214,47,"male",18,9149,"Shopping",505.24,505.24,"car",0.333333333333333,8.89,"weekend day",2,"40 to 64","6-10km","car",8.89,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960327p02",29,60327,2215,46,"female",18,9150,"Shopping",480.61,480.61,"car",0.333333333333333,7.92,"weekend day",1,"40 to 64","6-10km","car",7.92,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960327p02",29,60327,2215,46,"female",18,9151,"Shopping",480.61,480.61,"car",0.333333333333333,8.89,"weekend day",2,"40 to 64","6-10km","car",8.89,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960327p03",29,60327,2216,18,"female",18,9152,"Shopping",530.27,530.27,"walking",0.0833333333333333,0.27,"weekend day",1,"15 to 19","<1km","walking",0.27,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960327p03",29,60327,2216,18,"female",18,9153,"Shopping",530.27,530.27,"public.transport",0.25,2.04,"weekend day",2,"15 to 19","3-5km","public.transport",2.04,0.25,1.75,1.75
"y18h2960327p03",29,60327,2216,18,"female",18,9154,"Shopping",530.27,530.27,"walking",0.0833333333333333,0.14,"weekend day",3,"15 to 19","<1km","walking",0.14,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960327p03",29,60327,2216,18,"female",18,9155,"Shopping",530.27,530.27,"walking",0.0833333333333333,0.14,"weekend day",4,"15 to 19","<1km","walking",0.14,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960327p03",29,60327,2216,18,"female",18,9156,"Shopping",530.27,530.27,"public.transport",0.25,2.04,"weekend day",5,"15 to 19","3-5km","public.transport",2.04,0.25,1.75,1.75
"y18h2960327p03",29,60327,2216,18,"female",18,9157,"Shopping",530.27,530.27,"walking",0.0833333333333333,0.27,"weekend day",6,"15 to 19","<1km","walking",0.27,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960328p01",29,60328,2217,24,"female",18,9158,"Leisure",676.44,676.44,"walking",0.0833333333333333,0.09,"weekend day",1,"20 to 39","<1km","walking",0.09,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960329p01",29,60329,2218,24,"female",18,9159,"Education",232.49,232.49,"walking",0.5,1.38,"weekday",1,"20 to 39","1-2km","walking",1.38,0.5,3.5,3.5
"y18h2960329p01",29,60329,2218,24,"female",18,9160,"Education",232.49,232.49,"walking",0.5,1.38,"weekday",2,"20 to 39","1-2km","walking",1.38,0.5,3.5,3.5
"y18h2960331p02",29,60331,2219,39,"male",18,9161,"Other",193.33,193.33,"walking",0.25,1.37,"weekday",1,"20 to 39","1-2km","walking",1.37,0.25,1.75,1.75
"y18h2960331p02",29,60331,2219,39,"male",18,9162,"Other",193.33,193.33,"walking",0.25,1.37,"weekday",2,"20 to 39","1-2km","walking",1.37,0.25,1.75,1.75
"y18h2960332p01",29,60332,2220,24,"female",18,9163,"Work",237.25,237.25,"walking",0.0833333333333333,0.38,"weekday",1,"20 to 39","<1km","walking",0.38,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9164,"Work",237.25,237.25,"public.transport",0.333333333333333,3.63,"weekday",2,"20 to 39","3-5km","public.transport",3.63,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9165,"Work",237.25,237.25,"walking",0.0833333333333333,0.32,"weekday",3,"20 to 39","<1km","walking",0.32,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9166,"Work",237.25,237.25,"public.transport",0.0833333333333333,2.56,"weekday",4,"20 to 39","3-5km","public.transport",2.56,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9167,"Work",237.25,237.25,"walking",0.05,0.27,"weekday",5,"20 to 39","<1km","walking",0.27,0.05,0.35,0.35
"y18h2960332p01",29,60332,2220,24,"female",18,9168,"Work",237.25,237.25,"walking",0.0833333333333333,0.27,"weekday",6,"20 to 39","<1km","walking",0.27,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9169,"Work",237.25,237.25,"public.transport",0.133333333333333,2.56,"weekday",7,"20 to 39","3-5km","public.transport",2.56,0.133333333333333,0.933333333333333,0.933333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9170,"Work",237.25,237.25,"walking",0.0333333333333333,0.32,"weekday",8,"20 to 39","<1km","walking",0.32,0.0333333333333333,0.233333333333333,0.233333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9171,"Work",237.25,237.25,"walking",0.383333333333333,2.78,"weekday",9,"20 to 39","3-5km","walking",2.78,0.383333333333333,2.68333333333333,2.68333333333333
"y18h2960332p01",29,60332,2220,24,"female",18,9172,"Shopping",237.25,237.25,"car",0.166666666666667,2.76,"weekday",10,"20 to 39","3-5km","car",2.76,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960332p01",29,60332,2220,24,"female",18,9173,"Shopping",237.25,237.25,"car",0.166666666666667,3.11,"weekday",11,"20 to 39","3-5km","car",3.11,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960332p02",29,60332,2221,24,"male",18,9174,"Work",245,245,"car",0.333333333333333,4.12,"weekday",1,"20 to 39","3-5km","bicycle",4.12,0.374545454545455,2.33333333333333,2.62181818181818
"y18h2960332p02",29,60332,2221,24,"male",18,9175,"Work",245,245,"car",0.166666666666667,4.33,"weekday",2,"20 to 39","3-5km","bicycle",4.33,0.393636363636364,1.16666666666667,2.75545454545455
"y18h2960332p02",29,60332,2221,24,"male",18,9176,"Work",245,245,"car",0.25,4.29,"weekday",3,"20 to 39","3-5km","bicycle",4.29,0.39,1.75,2.73
"y18h2960335p01",29,60335,2222,95,"female",18,9177,"Other",479.5,479.5,"car",0.0833333333333333,0.71,"weekend day",1,"65 plus","<1km","car",0.71,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960335p01",29,60335,2222,95,"female",18,9178,"Other",479.5,479.5,"car",0.0833333333333333,0.59,"weekend day",2,"65 plus","<1km","car",0.59,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960335p01",29,60335,2222,95,"female",18,9179,"Leisure",479.5,479.5,"car",0.0833333333333333,0.54,"weekend day",3,"65 plus","<1km","car",0.54,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960335p01",29,60335,2222,95,"female",18,9180,"Leisure",479.5,479.5,"car",0.0833333333333333,0.56,"weekend day",4,"65 plus","<1km","car",0.56,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960336p01",29,60336,2223,32,"male",18,9181,"Work",190.4,190.4,"car",0.25,9.64,"weekday",1,"20 to 39","6-10km","car",9.64,0.25,1.75,1.75
"y18h2960336p01",29,60336,2223,32,"male",18,9182,"Work",190.4,190.4,"car",0.5,4.51,"weekday",2,"20 to 39","3-5km","bicycle",4.51,0.41,3.5,2.87
"y18h2960336p01",29,60336,2223,32,"male",18,9183,"Other",190.4,190.4,"car",0.25,3.67,"weekday",3,"20 to 39","3-5km","car",3.67,0.25,1.75,1.75
"y18h2960336p01",29,60336,2223,32,"male",18,9184,"Other",190.4,190.4,"car",0.25,3.41,"weekday",4,"20 to 39","3-5km","car",3.41,0.25,1.75,1.75
"y18h2960336p02",29,60336,2224,28,"female",18,9185,"Other",232.49,232.49,"car",0.25,9.64,"weekday",1,"20 to 39","6-10km","car",9.64,0.25,1.75,1.75
"y18h2960336p02",29,60336,2224,28,"female",18,9186,"Other",232.49,232.49,"car",0.25,4.51,"weekday",2,"20 to 39","3-5km","car",4.51,0.25,1.75,1.75
"y18h2960336p02",29,60336,2224,28,"female",18,9187,"Work",232.49,232.49,"walking",0.5,2.97,"weekday",3,"20 to 39","3-5km","walking",2.97,0.5,3.5,3.5
"y18h2960336p02",29,60336,2224,28,"female",18,9188,"Work",232.49,232.49,"car",0.25,3.41,"weekday",4,"20 to 39","3-5km","bicycle",3.41,0.31,1.75,2.17
"y18h2960341p01",29,60341,2225,24,"female",18,9189,"Shopping",649.25,649.25,"walking",0.25,1.18,"weekend day",1,"20 to 39","1-2km","walking",1.18,0.25,1.75,1.75
"y18h2960341p01",29,60341,2225,24,"female",18,9190,"Shopping",649.25,649.25,"public.transport",0.0833333333333333,1.23,"weekend day",2,"20 to 39","1-2km","public.transport",1.23,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960341p01",29,60341,2225,24,"female",18,9191,"Shopping",649.25,649.25,"walking",0.0833333333333333,0.12,"weekend day",3,"20 to 39","<1km","walking",0.12,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960341p01",29,60341,2225,24,"female",18,9192,"Shopping",649.25,649.25,"walking",0.0833333333333333,0.12,"weekend day",4,"20 to 39","<1km","walking",0.12,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960341p01",29,60341,2225,24,"female",18,9193,"Shopping",649.25,649.25,"public.transport",0.166666666666667,1.23,"weekend day",5,"20 to 39","1-2km","public.transport",1.23,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960341p01",29,60341,2225,24,"female",18,9194,"Shopping",649.25,649.25,"walking",0.166666666666667,1.18,"weekend day",6,"20 to 39","1-2km","walking",1.18,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960341p03",29,60341,2226,23,"female",18,9195,"Education",649.25,649.25,"walking",0.416666666666667,1.96,"weekend day",1,"20 to 39","1-2km","walking",1.96,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2960341p03",29,60341,2226,23,"female",18,9196,"Leisure",649.25,649.25,"walking",0.166666666666667,0.66,"weekend day",2,"20 to 39","<1km","walking",0.66,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960341p03",29,60341,2226,23,"female",18,9197,"Leisure",649.25,649.25,"walking",0.333333333333333,2.41,"weekend day",3,"20 to 39","3-5km","walking",2.41,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960403p01",29,60403,2227,57,"male",18,9198,"Work",69.62,69.62,"car",0.416666666666667,21.67,"weekday",1,"40 to 64",">10km","car",21.67,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2960403p01",29,60403,2227,57,"male",18,9199,"Work",69.62,69.62,"car",0.5,21.88,"weekday",2,"40 to 64",">10km","car",21.88,0.5,3.5,3.5
"y18h2960403p02",29,60403,2228,52,"female",18,9200,"Work",67.41,67.41,"car",0.666666666666667,13.48,"weekday",1,"40 to 64",">10km","car",13.48,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960403p02",29,60403,2228,52,"female",18,9202,"Shopping",67.41,67.41,"car",0.333333333333333,19.72,"weekday",3,"40 to 64",">10km","car",19.72,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960403p02",29,60403,2228,52,"female",18,9203,"Shopping",67.41,67.41,"car",0.25,5.7,"weekday",4,"40 to 64","6-10km","car",5.7,0.25,1.75,1.75
"y18h2960403p03",29,60403,2229,21,"male",18,9204,"Work",109.66,126.51,"car",0.5,18.28,"weekday",1,"20 to 39",">10km","car",18.28,0.5,3.5,3.5
"y18h2960403p03",29,60403,2229,21,"male",18,9205,"Work",109.66,126.51,"car",0.75,18.71,"weekday",2,"20 to 39",">10km","car",18.71,0.75,5.25,5.25
"y18h2960408p02",29,60408,2230,52,"female",18,9206,"Other",66.39,66.39,"car",0.0833333333333333,2.15,"weekday",1,"40 to 64","3-5km","car",2.15,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960408p02",29,60408,2230,52,"female",18,9207,"Other",66.39,66.39,"car",0.0833333333333333,2.92,"weekday",2,"40 to 64","3-5km","car",2.92,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960408p02",29,60408,2230,52,"female",18,9208,"Shopping",66.39,66.39,"car",0.0333333333333333,2.27,"weekday",3,"40 to 64","3-5km","car",2.27,0.0333333333333333,0.233333333333333,0.233333333333333
"y18h2960408p02",29,60408,2230,52,"female",18,9209,"Other",66.39,66.39,"walking",0.333333333333333,1.46,"weekday",4,"40 to 64","1-2km","walking",1.46,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960408p02",29,60408,2230,52,"female",18,9210,"Other",66.39,66.39,"walking",0.666666666666667,1.62,"weekday",5,"40 to 64","1-2km","walking",1.62,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960408p04",29,60408,2231,17,"male",18,9211,"Education",83.72,83.72,"car",0.0833333333333333,2.15,"weekday",1,"15 to 19","3-5km","bicycle",2.15,0.195454545454545,0.583333333333333,1.36818181818182
"y18h2960408p04",29,60408,2231,17,"male",18,9212,"Education",83.72,83.72,"walking",0.416666666666667,2.09,"weekday",2,"15 to 19","3-5km","walking",2.09,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2960409p02",29,60409,2232,74,"female",18,9213,"Shopping",79.97,79.97,"car",0.0833333333333333,0.7,"weekday",1,"65 plus","<1km","car",0.7,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960409p02",29,60409,2232,74,"female",18,9214,"Shopping",79.97,79.97,"car",0.0833333333333333,2.4,"weekday",2,"65 plus","3-5km","car",2.4,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960409p02",29,60409,2232,74,"female",18,9215,"Shopping",79.97,79.97,"car",0.166666666666667,1.9,"weekday",3,"65 plus","1-2km","car",1.9,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960409p02",29,60409,2232,74,"female",18,9216,"Shopping",79.97,79.97,"car",0.166666666666667,0.29,"weekday",4,"65 plus","<1km","car",0.29,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960409p02",29,60409,2232,74,"female",18,9217,"Shopping",79.97,79.97,"car",0.0833333333333333,2.59,"weekday",5,"65 plus","3-5km","car",2.59,0.0833333333333333,0.583333333333333,0.583333333333333
"y18h2960411p01",29,60411,2233,54,"male",18,9218,"Work",69.97,69.97,"car",0.75,56.9,"weekday",1,"40 to 64",">10km","car",56.9,0.75,5.25,5.25
"y18h2960411p01",29,60411,2233,54,"male",18,9219,"Work",69.97,69.97,"car",0.75,58.41,"weekday",2,"40 to 64",">10km","car",58.41,0.75,5.25,5.25
"y18h2960411p02",29,60411,2234,53,"female",18,9220,"Other",67.75,67.75,"car",0.5,18.25,"weekday",1,"40 to 64",">10km","car",18.25,0.5,3.5,3.5
"y18h2960411p02",29,60411,2234,53,"female",18,9221,"Other",67.75,67.75,"walking",0.166666666666667,0.63,"weekday",2,"40 to 64","<1km","walking",0.63,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960411p02",29,60411,2234,53,"female",18,9222,"Shopping",67.75,67.75,"walking",0.166666666666667,0.63,"weekday",3,"40 to 64","<1km","walking",0.63,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960411p02",29,60411,2234,53,"female",18,9223,"Shopping",67.75,67.75,"car",0.666666666666667,18.02,"weekday",4,"40 to 64",">10km","car",18.02,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960411p02",29,60411,2234,53,"female",18,9224,"Leisure",67.75,67.75,"car",0.5,7,"weekday",5,"40 to 64","6-10km","car",7,0.5,3.5,3.5
"y18h2960411p02",29,60411,2234,53,"female",18,9225,"Leisure",67.75,67.75,"car",0.5,12.55,"weekday",6,"40 to 64",">10km","car",12.55,0.5,3.5,3.5
"y18h2960411p03",29,60411,2235,27,"male",18,9226,"Work",110.21,110.21,"car",0.5,6.87,"weekday",1,"20 to 39","6-10km","car",6.87,0.5,3.5,3.5
"y18h2960411p03",29,60411,2235,27,"male",18,9227,"Work",110.21,110.21,"car",0.5,6.6,"weekday",2,"20 to 39","6-10km","car",6.6,0.5,3.5,3.5
"y18h2960419p01",29,60419,2236,65,"male",18,9228,"Work",68.8,68.8,"car",0.5,15.47,"weekday",1,"65 plus",">10km","car",15.47,0.5,3.5,3.5
"y18h2960419p01",29,60419,2236,65,"male",18,9229,"Work",68.8,68.8,"car",0.5,15.08,"weekday",2,"65 plus",">10km","car",15.08,0.5,3.5,3.5
"y18h2960421p01",29,60421,2237,64,"male",18,9230,"Leisure",143.65,143.65,"car",0.166666666666667,2.34,"weekend day",1,"40 to 64","3-5km","car",2.34,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960421p01",29,60421,2237,64,"male",18,9231,"Leisure",143.65,143.65,"car",0.166666666666667,2.36,"weekend day",2,"40 to 64","3-5km","car",2.36,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960421p02",29,60421,2238,55,"female",18,9232,"Leisure",149.32,149.32,"car",0.166666666666667,2.34,"weekend day",1,"40 to 64","3-5km","car",2.34,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960421p02",29,60421,2238,55,"female",18,9233,"Leisure",149.32,149.32,"car",0.166666666666667,2.36,"weekend day",2,"40 to 64","3-5km","car",2.36,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960421p03",29,60421,2239,28,"female",18,9234,"Leisure",234.9,284.99,"car",0.166666666666667,2.34,"weekend day",1,"20 to 39","3-5km","car",2.34,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960421p03",29,60421,2239,28,"female",18,9235,"Leisure",234.9,284.99,"car",0.166666666666667,2.36,"weekend day",2,"20 to 39","3-5km","car",2.36,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960421p04",29,60421,2240,24,"male",18,9236,"Leisure",246.94,284.87,"car",0.166666666666667,2.34,"weekend day",1,"20 to 39","3-5km","car",2.34,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960421p04",29,60421,2240,24,"male",18,9237,"Leisure",246.94,284.87,"car",0.166666666666667,2.36,"weekend day",2,"20 to 39","3-5km","car",2.36,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960424p01",29,60424,2241,35,"male",18,9238,"Leisure",73.08,73.08,"car",0.25,2.15,"weekday",1,"20 to 39","3-5km","car",2.15,0.25,1.75,1.75
"y18h2960424p01",29,60424,2241,35,"male",18,9239,"Other",73.08,73.08,"car",1,17.12,"weekday",2,"20 to 39",">10km","car",17.12,1,7,7
"y18h2960424p01",29,60424,2241,35,"male",18,9240,"Other",73.08,73.08,"car",0.75,18.28,"weekday",3,"20 to 39",">10km","car",18.28,0.75,5.25,5.25
"y18h2960425p01",29,60425,2242,52,"female",18,9241,"Other",56.93,56.93,"car",0.25,4.08,"weekday",1,"40 to 64","3-5km","car",4.08,0.25,1.75,1.75
"y18h2960425p01",29,60425,2242,52,"female",18,9242,"Leisure",56.93,56.93,"car",0.25,3.33,"weekday",2,"40 to 64","3-5km","car",3.33,0.25,1.75,1.75
"y18h2960425p01",29,60425,2242,52,"female",18,9243,"Shopping",56.93,56.93,"car",0.166666666666667,1.56,"weekday",3,"40 to 64","1-2km","car",1.56,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960425p01",29,60425,2242,52,"female",18,9244,"Shopping",56.93,56.93,"car",0.266666666666667,5.1,"weekday",4,"40 to 64","6-10km","car",5.1,0.266666666666667,1.86666666666667,1.86666666666667
"y18h2960425p01",29,60425,2242,52,"female",18,9245,"Shopping",56.93,56.93,"car",0.333333333333333,9.69,"weekday",5,"40 to 64","6-10km","car",9.69,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960425p01",29,60425,2242,52,"female",18,9246,"Shopping",56.93,56.93,"car",0.666666666666667,7.23,"weekday",6,"40 to 64","6-10km","car",7.23,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960425p01",29,60425,2242,52,"female",18,9247,"Shopping",56.93,56.93,"car",0.666666666666667,5.56,"weekday",7,"40 to 64","6-10km","car",5.56,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960425p01",29,60425,2242,52,"female",18,9248,"Other",56.93,56.93,"car",0.116666666666667,0.51,"weekday",8,"40 to 64","<1km","car",0.51,0.116666666666667,0.816666666666667,0.816666666666667
"y18h2960425p01",29,60425,2242,52,"female",18,9249,"Other",56.93,56.93,"car",0.05,0.51,"weekday",9,"40 to 64","<1km","car",0.51,0.05,0.35,0.35
"y18h2960425p02",29,60425,2243,50,"male",18,9250,"Other",58.79,58.79,"car",0.5,11.51,"weekday",1,"40 to 64",">10km","car",11.51,0.5,3.5,3.5
"y18h2960425p02",29,60425,2243,50,"male",18,9251,"Work",58.79,58.79,"car",0.483333333333333,18.32,"weekday",2,"40 to 64",">10km","car",18.32,0.483333333333333,3.38333333333333,3.38333333333333
"y18h2960425p02",29,60425,2243,50,"male",18,9252,"Work",58.79,58.79,"car",0.516666666666667,34.23,"weekday",3,"40 to 64",">10km","car",34.23,0.516666666666667,3.61666666666667,3.61666666666667
"y18h2960425p02",29,60425,2243,50,"male",18,9253,"Work",58.79,58.79,"car",0.2,3.66,"weekday",4,"40 to 64","3-5km","bicycle",3.66,0.332727272727273,1.4,2.32909090909091
"y18h2960425p02",29,60425,2243,50,"male",18,9254,"Work",58.79,58.79,"car",0.25,13.19,"weekday",5,"40 to 64",">10km","car",13.19,0.25,1.75,1.75
"y18h2960425p02",29,60425,2243,50,"male",18,9255,"Other",58.79,58.79,"car",0.833333333333333,16.47,"weekday",6,"40 to 64",">10km","car",16.47,0.833333333333333,5.83333333333333,5.83333333333333
"y18h2960425p02",29,60425,2243,50,"male",18,9256,"Other",58.79,58.79,"car",0.55,16.45,"weekday",7,"40 to 64",">10km","car",16.45,0.55,3.85,3.85
"y18h2960425p03",29,60425,2244,20,"male",18,9257,"Shopping",92.61,111.76,"car",0.333333333333333,10.04,"weekday",1,"20 to 39",">10km","car",10.04,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960425p03",29,60425,2244,20,"male",18,9258,"Shopping",92.61,111.76,"car",0.666666666666667,7.23,"weekday",2,"20 to 39","6-10km","car",7.23,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960425p03",29,60425,2244,20,"male",18,9259,"Shopping",92.61,111.76,"car",0.666666666666667,5.56,"weekday",3,"20 to 39","6-10km","car",5.56,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960425p03",29,60425,2244,20,"male",18,9260,"Leisure",92.61,111.76,"car",0.833333333333333,16.47,"weekday",4,"20 to 39",">10km","car",16.47,0.833333333333333,5.83333333333333,5.83333333333333
"y18h2960425p04",29,60425,2245,19,"male",18,9261,"Shopping",71.79,71.79,"car",0.166666666666667,2.15,"weekday",1,"15 to 19","3-5km","car",2.15,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960425p04",29,60425,2245,19,"male",18,9262,"Shopping",71.79,71.79,"car",0.166666666666667,2.12,"weekday",2,"15 to 19","3-5km","car",2.12,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960425p04",29,60425,2245,19,"male",18,9263,"Leisure",71.79,71.79,"car",0.666666666666667,11.32,"weekday",3,"15 to 19",">10km","car",11.32,0.666666666666667,4.66666666666667,4.66666666666667
"y18h2960425p04",29,60425,2245,19,"male",18,9264,"Leisure",71.79,71.79,"car",0.333333333333333,3.24,"weekday",4,"15 to 19","3-5km","car",3.24,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960425p04",29,60425,2245,19,"male",18,9265,"Leisure",71.79,71.79,"car",0.416666666666667,9.71,"weekday",5,"15 to 19","6-10km","car",9.71,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2960428p01",29,60428,2246,51,"female",18,9266,"Leisure",125.47,125.47,"car",2,168.38,"weekend day",1,"40 to 64",">10km","car",168.38,2,14,14
"y18h2960428p01",29,60428,2246,51,"female",18,9267,"Leisure",125.47,125.47,"car",2,169.07,"weekend day",2,"40 to 64",">10km","car",169.07,2,14,14
"y18h2960428p01",29,60428,2246,51,"female",18,9268,"Other",125.47,125.47,"walking",0.416666666666667,0.94,"weekend day",3,"40 to 64","<1km","walking",0.94,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2960428p01",29,60428,2246,51,"female",18,9269,"Other",125.47,125.47,"walking",0.333333333333333,0.94,"weekend day",4,"40 to 64","<1km","walking",0.94,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960428p02",29,60428,2247,49,"male",18,9270,"Leisure",153.6,153.6,"car",2,168.38,"weekend day",1,"40 to 64",">10km","car",168.38,2,14,14
"y18h2960428p02",29,60428,2247,49,"male",18,9271,"Leisure",153.6,153.6,"car",2,169.07,"weekend day",2,"40 to 64",">10km","car",169.07,2,14,14
"y18h2960428p02",29,60428,2247,49,"male",18,9272,"Other",153.6,153.6,"walking",0.416666666666667,0.94,"weekend day",3,"40 to 64","<1km","walking",0.94,0.416666666666667,2.91666666666667,2.91666666666667
"y18h2960428p02",29,60428,2247,49,"male",18,9273,"Other",153.6,153.6,"walking",0.333333333333333,0.94,"weekend day",4,"40 to 64","<1km","walking",0.94,0.333333333333333,2.33333333333333,2.33333333333333
"y18h2960435p01",29,60435,2248,44,"male",18,9274,"Leisure",153.6,177.2,"car",0.05,1.52,"weekend day",1,"40 to 64","1-2km","car",1.52,0.05,0.35,0.35
"y18h2960435p01",29,60435,2248,44,"male",18,9275,"Leisure",153.6,177.2,"car",0.05,1.52,"weekend day",2,"40 to 64","1-2km","car",1.52,0.05,0.35,0.35
"y18h2960435p02",29,60435,2249,43,"female",18,9276,"Leisure",146.11,146.11,"car",0.05,1.52,"weekend day",1,"40 to 64","1-2km","car",1.52,0.05,0.35,0.35
"y18h2960435p02",29,60435,2249,43,"female",18,9277,"Leisure",146.11,146.11,"car",0.05,1.52,"weekend day",2,"40 to 64","1-2km","car",1.52,0.05,0.35,0.35
"y18h2960439p01",29,60439,2250,43,"female",18,9278,"Other",64.49,64.49,"walking",0.166666666666667,0.77,"weekday",1,"40 to 64","<1km","walking",0.77,0.166666666666667,1.16666666666667,1.16666666666667
"y18h2960439p01",29,60439,2250,43,"female",18,9279,"Other",64.49,64.49,"walking",0.166666666666667,0.77,"weekday",2,"40 to 64","<1km","walking",0.77,0.166666666666667,1.16666666666667,1.16666666666667
