"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2037,87,"female","2037_87",0.0737649540680757,67,"New South Wales","high"
2038,88,"female","2038_88",0.0845779764752977,67,"New South Wales","high"
2039,89,"female","2039_89",0.0969405080675146,67,"New South Wales","high"
2040,90,"female","2040_90",0.109881832535129,67,"New South Wales","high"
2041,91,"female","2041_91",0.125121143835981,67,"New South Wales","high"
2042,92,"female","2042_92",0.142612501360715,67,"New South Wales","high"
2043,93,"female","2043_93",0.162695415658777,67,"New South Wales","high"
2044,94,"female","2044_94",0.185522674909863,67,"New South Wales","high"
2045,95,"female","2045_95",0.20106410617133,67,"New South Wales","high"
2046,96,"female","2046_96",0.225145553984883,67,"New South Wales","high"
2047,97,"female","2047_97",0.250193628040789,67,"New South Wales","high"
2048,98,"female","2048_98",0.273752869140752,67,"New South Wales","high"
2049,99,"female","2049_99",0.295445463069615,67,"New South Wales","high"
2050,100,"female","2050_100",0.316685295722574,67,"New South Wales","high"
2017,72,"female","2017_72",0.0126395435464638,72,"New South Wales","high"
2018,73,"female","2018_73",0.013987368735938,72,"New South Wales","high"
2019,74,"female","2019_74",0.0155198116580368,72,"New South Wales","high"
2020,75,"female","2020_75",0.0172377194863359,72,"New South Wales","high"
2021,76,"female","2021_76",0.0190095418715813,72,"New South Wales","high"
2022,77,"female","2022_77",0.0210704306192917,72,"New South Wales","high"
2023,78,"female","2023_78",0.0234324069831221,72,"New South Wales","high"
2024,79,"female","2024_79",0.0262002485024742,72,"New South Wales","high"
2025,80,"female","2025_80",0.0295318026060379,72,"New South Wales","high"
2026,81,"female","2026_81",0.0335050785573982,72,"New South Wales","high"
2027,82,"female","2027_82",0.0382731622214926,72,"New South Wales","high"
2028,83,"female","2028_83",0.0438787449586068,72,"New South Wales","high"
2029,84,"female","2029_84",0.0504620610103889,72,"New South Wales","high"
2030,85,"female","2030_85",0.0580741270950321,72,"New South Wales","high"
2031,86,"female","2031_86",0.0667168920656219,72,"New South Wales","high"
2032,87,"female","2032_87",0.0766434915603321,72,"New South Wales","high"
2033,88,"female","2033_88",0.0880555583208942,72,"New South Wales","high"
2034,89,"female","2034_89",0.101224635767866,72,"New South Wales","high"
2035,90,"female","2035_90",0.116196794402512,72,"New South Wales","high"
2036,91,"female","2036_91",0.133885741112819,72,"New South Wales","high"
2037,92,"female","2037_92",0.153326019952702,72,"New South Wales","high"
2038,93,"female","2038_93",0.175628008653555,72,"New South Wales","high"
2039,94,"female","2039_94",0.201027425749501,72,"New South Wales","high"
2040,95,"female","2040_95",0.21655281799026,72,"New South Wales","high"
2041,96,"female","2041_96",0.244239514608944,72,"New South Wales","high"
2042,97,"female","2042_97",0.270562780644392,72,"New South Wales","high"
2043,98,"female","2043_98",0.295929321039862,72,"New South Wales","high"
2044,99,"female","2044_99",0.318402482431771,72,"New South Wales","high"
2045,100,"female","2045_100",0.341350114145567,72,"New South Wales","high"
2017,77,"female","2017_77",0.0223274118840908,77,"New South Wales","high"
2018,78,"female","2018_78",0.0248358728516328,77,"New South Wales","high"
2019,79,"female","2019_79",0.0277515363308434,77,"New South Wales","high"
2020,80,"female","2020_80",0.0312430197399318,77,"New South Wales","high"
2021,81,"female","2021_81",0.0352438314405775,77,"New South Wales","high"
2022,82,"female","2022_82",0.0401451403044267,77,"New South Wales","high"
2023,83,"female","2023_83",0.0458973523870375,77,"New South Wales","high"
2024,84,"female","2024_84",0.0526415713255973,77,"New South Wales","high"
2025,85,"female","2025_85",0.0603871500150951,77,"New South Wales","high"
2026,86,"female","2026_86",0.0692214690419532,77,"New South Wales","high"
2027,87,"female","2027_87",0.0793571094164077,77,"New South Wales","high"
2028,88,"female","2028_88",0.0910632109570019,77,"New South Wales","high"
2029,89,"female","2029_89",0.104594142729925,77,"New South Wales","high"
2030,90,"female","2030_90",0.12002304259973,77,"New South Wales","high"
2031,91,"female","2031_91",0.138009977961445,77,"New South Wales","high"
2032,92,"female","2032_92",0.158901949252745,77,"New South Wales","high"
2033,93,"female","2033_93",0.18341815784116,77,"New South Wales","high"
2034,94,"female","2034_94",0.212191247356265,77,"New South Wales","high"
2035,95,"female","2035_95",0.233118132461414,77,"New South Wales","high"
2036,96,"female","2036_96",0.264994721087011,77,"New South Wales","high"
2037,97,"female","2037_97",0.292627614844795,77,"New South Wales","high"
2038,98,"female","2038_98",0.31995736100357,77,"New South Wales","high"
2039,99,"female","2039_99",0.343208876914066,77,"New South Wales","high"
2040,100,"female","2040_100",0.368010376459624,77,"New South Wales","high"
2017,82,"female","2017_82",0.0420206292626125,82,"New South Wales","high"
2018,83,"female","2018_83",0.047972498549096,82,"New South Wales","high"
2019,84,"female","2019_84",0.0549209188997568,82,"New South Wales","high"
2020,85,"female","2020_85",0.0628865530551905,82,"New South Wales","high"
2021,86,"female","2021_86",0.0717323346778423,82,"New South Wales","high"
2022,87,"female","2022_87",0.0820889665005195,82,"New South Wales","high"
2023,88,"female","2023_88",0.0940799368635953,82,"New South Wales","high"
2024,89,"female","2024_89",0.107986181926761,82,"New South Wales","high"
2025,90,"female","2025_90",0.123897943656285,82,"New South Wales","high"
2026,91,"female","2026_91",0.142185877734285,82,"New South Wales","high"
2027,92,"female","2027_92",0.16310733787015,82,"New South Wales","high"
2028,93,"female","2028_93",0.187305958309923,82,"New South Wales","high"
2029,94,"female","2029_94",0.215324202262078,82,"New South Wales","high"
2030,95,"female","2030_95",0.247192933321735,82,"New South Wales","high"
2031,96,"female","2031_96",0.265998861620639,82,"New South Wales","high"
2032,97,"female","2032_97",0.297759344695,82,"New South Wales","high"
2033,98,"female","2033_98",0.330394742061186,82,"New South Wales","high"
2034,99,"female","2034_99",0.368256032325893,82,"New South Wales","high"
2035,100,"female","2035_100",0.395296979192538,82,"New South Wales","high"
2017,87,"female","2017_87",0.0848065367100772,87,"New South Wales","high"
2018,88,"female","2018_88",0.0971608913148722,87,"New South Wales","high"
2019,89,"female","2019_89",0.111535094752627,87,"New South Wales","high"
2020,90,"female","2020_90",0.128037937886705,87,"New South Wales","high"
2021,91,"female","2021_91",0.146356136361346,87,"New South Wales","high"
2022,92,"female","2022_92",0.167318665116033,87,"New South Wales","high"
2023,93,"female","2023_93",0.191184718829361,87,"New South Wales","high"
2024,94,"female","2024_94",0.218417237950123,87,"New South Wales","high"
2025,95,"female","2025_95",0.248987138521815,87,"New South Wales","high"
2026,96,"female","2026_96",0.266990951094486,87,"New South Wales","high"
2027,97,"female","2027_97",0.298365605365232,87,"New South Wales","high"
2028,98,"female","2028_98",0.330840126769584,87,"New South Wales","high"
2029,99,"female","2029_99",0.382740284002772,87,"New South Wales","high"
2030,100,"female","2030_100",0.413472078510081,87,"New South Wales","high"
2017,92,"female","2017_92",0.171440965697743,92,"New South Wales","high"
2018,93,"female","2018_93",0.195078582733386,92,"New South Wales","high"
2019,94,"female","2019_94",0.221607232057228,92,"New South Wales","high"
2020,95,"female","2020_95",0.250848822406432,92,"New South Wales","high"
2021,96,"female","2021_96",0.267957879604051,92,"New South Wales","high"
2022,97,"female","2022_97",0.312125049537022,92,"New South Wales","high"
2023,98,"female","2023_98",0.342124178797501,92,"New South Wales","high"
2024,99,"female","2024_99",0.383238949349998,92,"New South Wales","high"
2025,100,"female","2025_100",0.41427379088956,92,"New South Wales","high"
2017,97,"female","2017_97",0.316122700083631,97,"New South Wales","high"
2018,98,"female","2018_98",0.349997289185492,97,"New South Wales","high"
2019,99,"female","2019_99",0.383737863488421,97,"New South Wales","high"
2020,100,"female","2020_100",0.415091291502797,97,"New South Wales","high"
2017,17,"female","2017_17",0.000190018052286683,17,"New South Wales","medium"
2018,18,"female","2018_18",0.000200020002667045,17,"New South Wales","medium"
2019,19,"female","2019_19",0.000200020002667045,17,"New South Wales","medium"
2020,20,"female","2020_20",0.00021002205308753,17,"New South Wales","medium"
2021,21,"female","2021_21",0.00021002205308753,17,"New South Wales","medium"
2022,22,"female","2022_22",0.00021002205308753,17,"New South Wales","medium"
2023,23,"female","2023_23",0.00021002205308753,17,"New South Wales","medium"
2024,24,"female","2024_24",0.000220024203549917,17,"New South Wales","medium"
2025,25,"female","2025_25",0.000230026454056319,17,"New South Wales","medium"
2026,26,"female","2026_26",0.000240028804608848,17,"New South Wales","medium"
2027,27,"female","2027_27",0.000250031255209283,17,"New South Wales","medium"
2028,28,"female","2028_28",0.000260033805859847,17,"New South Wales","medium"
2029,29,"female","2029_29",0.000270036456562321,17,"New South Wales","medium"
2030,30,"female","2030_30",0.000300045009001992,17,"New South Wales","medium"
2031,31,"female","2031_31",0.000330054461982018,17,"New South Wales","medium"
2032,32,"female","2032_32",0.000360064815556227,17,"New South Wales","medium"
2033,33,"female","2033_33",0.000390076069778787,17,"New South Wales","medium"
2034,34,"female","2034_34",0.000420088224703758,17,"New South Wales","medium"
2035,35,"female","2035_35",0.000460105832456547,17,"New South Wales","medium"
2036,36,"female","2036_36",0.000490120089230741,17,"New South Wales","medium"
2037,37,"female","2037_37",0.000530140499645432,17,"New South Wales","medium"
2038,38,"female","2038_38",0.000580168265065663,17,"New South Wales","medium"
2039,39,"female","2039_39",0.000630198533388422,17,"New South Wales","medium"
2040,40,"female","2040_40",0.000690238159559667,17,"New South Wales","medium"
2041,41,"female","2041_41",0.00074027393514964,17,"New South Wales","medium"
2042,42,"female","2042_42",0.000830344640714389,17,"New South Wales","medium"
2043,43,"female","2043_43",0.000910414301361862,17,"New South Wales","medium"
2044,44,"female","2044_44",0.00101051039369398,17,"New South Wales","medium"
2045,45,"female","2045_45",0.001100605444033,17,"New South Wales","medium"
2046,46,"female","2046_46",0.00120072057651888,17,"New South Wales","medium"
2047,47,"female","2047_47",0.00131085880010072,17,"New South Wales","medium"
2048,48,"female","2048_48",0.00142100915544693,17,"New South Wales","medium"
2049,49,"female","2049_49",0.00154118701882918,17,"New South Wales","medium"
2050,50,"female","2050_50",0.00167139600443471,17,"New South Wales","medium"
2051,51,"female","2051_51",0.00182165821226971,17,"New South Wales","medium"
2052,52,"female","2052_52",0.00198196279131246,17,"New South Wales","medium"
2053,53,"female","2053_53",0.00214229307203354,17,"New South Wales","medium"
2054,54,"female","2054_54",0.00230264906267556,17,"New South Wales","medium"
2055,55,"female","2055_55",0.00247305548239798,17,"New South Wales","medium"
2056,56,"female","2056_56",0.00264349094541751,17,"New South Wales","medium"
2057,57,"female","2057_57",0.00283401202113434,17,"New South Wales","medium"
2058,58,"female","2058_58",0.00303459974383242,17,"New South Wales","medium"
2059,59,"female","2059_59",0.00325529272067263,17,"New South Wales","medium"
2060,60,"female","2060_60",0.00349610425670889,17,"New South Wales","medium"
2061,61,"female","2061_61",0.00373697379690939,17,"New South Wales","medium"
2062,62,"female","2062_62",0.0040180616085841,17,"New South Wales","medium"
2063,63,"female","2063_63",0.0043193148242301,17,"New South Wales","medium"
2064,64,"female","2064_64",0.00467089164989837,17,"New South Wales","medium"
2065,65,"female","2065_65",0.00507284514929092,17,"New South Wales","medium"
2066,66,"female","2066_66",0.00557551433318564,17,"New South Wales","medium"
2067,67,"female","2066_67",0.0061790510767156,17,"New South Wales","medium"
2068,68,"female","2066_68",0.00684336248200797,17,"New South Wales","medium"
2069,69,"female","2066_69",0.00761895063323613,17,"New South Wales","medium"
2070,70,"female","2066_70",0.00848590365029815,17,"New South Wales","medium"
2071,71,"female","2066_71",0.00946464881578545,17,"New South Wales","medium"
2072,72,"female","2066_72",0.0105555139395166,17,"New South Wales","medium"
2073,73,"female","2066_73",0.0118296957535788,17,"New South Wales","medium"
2074,74,"female","2066_74",0.0132878943269354,17,"New South Wales","medium"
2075,75,"female","2066_75",0.0149410638693,17,"New South Wales","medium"
2076,76,"female","2066_76",0.0167698308759733,17,"New South Wales","medium"
2077,77,"female","2066_77",0.0188362943462946,17,"New South Wales","medium"
2078,78,"female","2066_78",0.0212338510083916,17,"New South Wales","medium"
2079,79,"female","2066_79",0.024046821158553,17,"New South Wales","medium"
2080,80,"female","2066_80",0.0274328636512447,17,"New South Wales","medium"
2081,81,"female","2066_81",0.0314493882735903,17,"New South Wales","medium"
2082,82,"female","2066_82",0.0362802405832723,17,"New South Wales","medium"
2083,83,"female","2066_83",0.0419476278077653,17,"New South Wales","medium"
2084,84,"female","2066_84",0.0485916838679502,17,"New South Wales","medium"
2085,85,"female","2066_85",0.0562423629544723,17,"New South Wales","medium"
2086,86,"female","2066_86",0.0649652788523591,17,"New South Wales","medium"
2087,87,"female","2066_87",0.0750037578653527,17,"New South Wales","medium"
2088,88,"female","2066_88",0.0866041871753829,17,"New South Wales","medium"
2089,89,"female","2066_89",0.100074511228589,17,"New South Wales","medium"
2090,90,"female","2066_90",0.115545540716192,17,"New South Wales","medium"
2091,91,"female","2066_91",0.133428540771099,17,"New South Wales","medium"
2092,92,"female","2066_92",0.15385072481826,17,"New South Wales","medium"
2093,93,"female","2066_93",0.17721461942581,17,"New South Wales","medium"
2094,94,"female","2066_94",0.203757677514372,17,"New South Wales","medium"
2095,95,"female","2066_95",0.218106259796942,17,"New South Wales","medium"
2096,96,"female","2066_96",0.248923004301697,17,"New South Wales","medium"
2097,97,"female","2066_97",0.279846186684006,17,"New South Wales","medium"
2098,98,"female","2066_98",0.310282209130973,17,"New South Wales","medium"
2099,99,"female","2066_99",0.330019102948564,17,"New South Wales","medium"
2100,100,"female","2066_100",0.360467842177434,17,"New South Wales","medium"
2017,22,"female","2017_22",0.000230026454056319,22,"New South Wales","medium"
2018,23,"female","2018_23",0.000220024203549917,22,"New South Wales","medium"
2019,24,"female","2019_24",0.000230026454056319,22,"New South Wales","medium"
2020,25,"female","2020_25",0.000240028804608848,22,"New South Wales","medium"
2021,26,"female","2021_26",0.000250031255209283,22,"New South Wales","medium"
2022,27,"female","2022_27",0.000260033805859847,22,"New South Wales","medium"
2023,28,"female","2023_28",0.000270036456562321,22,"New South Wales","medium"
2024,29,"female","2024_29",0.000280039207318817,22,"New South Wales","medium"
2025,30,"female","2025_30",0.000310048059932675,22,"New South Wales","medium"
2026,31,"female","2026_31",0.000340057813104682,22,"New South Wales","medium"
2027,32,"female","2027_32",0.000360064815556227,22,"New South Wales","medium"
2028,33,"female","2028_33",0.000390076069778787,22,"New South Wales","medium"
2029,34,"female","2029_34",0.000420088224703758,22,"New South Wales","medium"
2030,35,"female","2030_35",0.000460105832456547,22,"New South Wales","medium"
2031,36,"female","2031_36",0.000490120089230741,22,"New South Wales","medium"
2032,37,"female","2032_37",0.000530140499645432,22,"New South Wales","medium"
2033,38,"female","2033_38",0.000590174118489954,22,"New South Wales","medium"
2034,39,"female","2034_39",0.000630198533388422,22,"New South Wales","medium"
2035,40,"female","2035_40",0.000690238159559667,22,"New South Wales","medium"
2036,41,"female","2036_41",0.000750281390704177,22,"New South Wales","medium"
2037,42,"female","2037_42",0.000840352997692503,22,"New South Wales","medium"
2038,43,"female","2038_43",0.000920423459741929,22,"New South Wales","medium"
2039,44,"female","2039_44",0.00102052055400685,22,"New South Wales","medium"
2040,45,"female","2040_45",0.00111061650625691,22,"New South Wales","medium"
2041,46,"female","2041_46",0.00122074480583704,22,"New South Wales","medium"
2042,47,"female","2042_47",0.00133088523499547,22,"New South Wales","medium"
2043,48,"female","2043_48",0.00144103779640419,22,"New South Wales","medium"
2044,49,"female","2044_49",0.00155120249273651,22,"New South Wales","medium"
2045,50,"female","2045_50",0.00169142966097839,22,"New South Wales","medium"
2046,51,"female","2046_51",0.00184169487937108,22,"New South Wales","medium"
2047,52,"female","2047_52",0.00200200267067308,22,"New South Wales","medium"
2048,53,"female","2048_53",0.00216233616468343,22,"New South Wales","medium"
2049,54,"female","2049_54",0.00233271867382772,22,"New South Wales","medium"
2050,55,"female","2050_55",0.00249310520571249,22,"New South Wales","medium"
2051,56,"female","2051_56",0.00267357080745345,22,"New South Wales","medium"
2052,57,"female","2052_57",0.00286409761465013,22,"New South Wales","medium"
2053,58,"female","2053_58",0.00307472211707622,22,"New South Wales","medium"
2054,59,"female","2054_59",0.00329542394979727,22,"New South Wales","medium"
2055,60,"female","2055_60",0.00353624515125415,22,"New South Wales","medium"
2056,61,"female","2056_61",0.00377712436153214,22,"New South Wales","medium"
2057,62,"female","2057_62",0.00405822346085416,22,"New South Wales","medium"
2058,63,"female","2058_63",0.00436953251794285,22,"New South Wales","medium"
2059,64,"female","2059_64",0.00472112700253598,22,"New South Wales","medium"
2060,65,"female","2060_65",0.00512310069877055,22,"New South Wales","medium"
2061,66,"female","2061_66",0.00563585161862942,22,"New South Wales","medium"
2062,67,"female","2062_67",0.0062293622513412,22,"New South Wales","medium"
2063,68,"female","2063_68",0.00689370709086616,22,"New South Wales","medium"
2064,69,"female","2064_69",0.00764918053161557,22,"New South Wales","medium"
2065,70,"female","2065_70",0.00850607429394409,22,"New South Wales","medium"
2066,71,"female","2066_71",0.00946464881578545,22,"New South Wales","medium"
2067,72,"female","2066_72",0.0105555139395166,22,"New South Wales","medium"
2068,73,"female","2066_73",0.0118296957535788,22,"New South Wales","medium"
2069,74,"female","2066_74",0.0132878943269354,22,"New South Wales","medium"
2070,75,"female","2066_75",0.0149410638693,22,"New South Wales","medium"
2071,76,"female","2066_76",0.0167698308759733,22,"New South Wales","medium"
2072,77,"female","2066_77",0.0188362943462946,22,"New South Wales","medium"
2073,78,"female","2066_78",0.0212338510083916,22,"New South Wales","medium"
2074,79,"female","2066_79",0.024046821158553,22,"New South Wales","medium"
2075,80,"female","2066_80",0.0274328636512447,22,"New South Wales","medium"
2076,81,"female","2066_81",0.0314493882735903,22,"New South Wales","medium"
2077,82,"female","2066_82",0.0362802405832723,22,"New South Wales","medium"
2078,83,"female","2066_83",0.0419476278077653,22,"New South Wales","medium"
2079,84,"female","2066_84",0.0485916838679502,22,"New South Wales","medium"
2080,85,"female","2066_85",0.0562423629544723,22,"New South Wales","medium"
2081,86,"female","2066_86",0.0649652788523591,22,"New South Wales","medium"
2082,87,"female","2066_87",0.0750037578653527,22,"New South Wales","medium"
2083,88,"female","2066_88",0.0866041871753829,22,"New South Wales","medium"
2084,89,"female","2066_89",0.100074511228589,22,"New South Wales","medium"
2085,90,"female","2066_90",0.115545540716192,22,"New South Wales","medium"
2086,91,"female","2066_91",0.133428540771099,22,"New South Wales","medium"
2087,92,"female","2066_92",0.15385072481826,22,"New South Wales","medium"
2088,93,"female","2066_93",0.17721461942581,22,"New South Wales","medium"
2089,94,"female","2066_94",0.203757677514372,22,"New South Wales","medium"
2090,95,"female","2066_95",0.218106259796942,22,"New South Wales","medium"
2091,96,"female","2066_96",0.248923004301697,22,"New South Wales","medium"
2092,97,"female","2066_97",0.279846186684006,22,"New South Wales","medium"
2093,98,"female","2066_98",0.310282209130973,22,"New South Wales","medium"
2094,99,"female","2066_99",0.330019102948564,22,"New South Wales","medium"
2095,100,"female","2066_100",0.360467842177434,22,"New South Wales","medium"
2017,27,"female","2017_27",0.000280039207318817,27,"New South Wales","medium"
2018,28,"female","2018_28",0.000280039207318817,27,"New South Wales","medium"
2019,29,"female","2019_29",0.000290042058131448,27,"New South Wales","medium"
2020,30,"female","2020_30",0.000320051210925276,27,"New South Wales","medium"
2021,31,"female","2021_31",0.000350061264295381,27,"New South Wales","medium"
2022,32,"female","2022_32",0.000370068466889002,27,"New South Wales","medium"
2023,33,"female","2023_33",0.000400080021339691,27,"New South Wales","medium"
2024,34,"female","2024_34",0.000430092476510925,27,"New South Wales","medium"
2025,35,"female","2025_35",0.000470110484619841,27,"New South Wales","medium"
2026,36,"female","2026_36",0.000500125041682243,27,"New South Wales","medium"
2027,37,"female","2027_37",0.000540145852509252,27,"New South Wales","medium"
2028,38,"female","2028_38",0.000590174118489954,27,"New South Wales","medium"
2029,39,"female","2029_39",0.000640204887423272,27,"New South Wales","medium"
2030,40,"female","2030_40",0.000700245114393426,27,"New South Wales","medium"
2031,41,"female","2031_41",0.000750281390704177,27,"New South Wales","medium"
2032,42,"female","2032_42",0.000840352997692503,27,"New South Wales","medium"
2033,43,"female","2033_43",0.000930432718306139,27,"New South Wales","medium"
2034,44,"female","2034_44",0.00103053081452392,27,"New South Wales","medium"
2035,45,"female","2035_45",0.00112062766870308,27,"New South Wales","medium"
2036,46,"female","2036_46",0.00123075707086173,27,"New South Wales","medium"
2037,47,"female","2037_47",0.00134089860284158,27,"New South Wales","medium"
2038,48,"female","2038_48",0.00145105226731469,27,"New South Wales","medium"
2039,49,"female","2039_49",0.00157123374148514,27,"New South Wales","medium"
2040,50,"female","2040_50",0.00171146371887751,27,"New South Wales","medium"
2041,51,"female","2041_51",0.00186173194794864,27,"New South Wales","medium"
2042,52,"female","2042_52",0.00202204295163851,27,"New South Wales","medium"
2043,53,"female","2043_53",0.00219240155691376,27,"New South Wales","medium"
2044,54,"female","2044_54",0.00235276558359716,27,"New South Wales","medium"
2045,55,"female","2045_55",0.00252318054443823,27,"New South Wales","medium"
2046,56,"female","2046_56",0.00270365157431482,27,"New South Wales","medium"
2047,57,"female","2047_57",0.00289418411333609,27,"New South Wales","medium"
2048,58,"female","2048_58",0.00310481495347876,27,"New South Wales","medium"
2049,59,"female","2049_59",0.00332552342857688,27,"New South Wales","medium"
2050,60,"female","2050_60",0.00356635187960841,27,"New South Wales","medium"
2051,61,"female","2051_61",0.00381727653828735,27,"New South Wales","medium"
2052,62,"female","2052_62",0.00409838692616339,27,"New South Wales","medium"
2053,63,"female","2053_63",0.00440970848870007,27,"New South Wales","medium"
2054,64,"female","2054_64",0.00477136487889103,27,"New South Wales","medium"
2055,65,"female","2055_65",0.00518341069215479,27,"New South Wales","medium"
2056,66,"female","2056_66",0.00569619254488101,27,"New South Wales","medium"
2057,67,"female","2057_67",0.00629980214852798,27,"New South Wales","medium"
2058,68,"female","2058_68",0.00696419380163289,27,"New South Wales","medium"
2059,69,"female","2059_69",0.00772979806194127,27,"New South Wales","medium"
2060,70,"female","2060_70",0.00859684722551828,27,"New South Wales","medium"
2061,71,"female","2061_71",0.00956560486970096,27,"New South Wales","medium"
2062,72,"female","2062_72",0.0106464731039678,27,"New South Wales","medium"
2063,73,"female","2063_73",0.011910651025835,27,"New South Wales","medium"
2064,74,"female","2064_74",0.0133385644391805,27,"New South Wales","medium"
2065,75,"female","2065_75",0.0149715159301456,27,"New South Wales","medium"
2066,76,"female","2066_76",0.0167698308759733,27,"New South Wales","medium"
2067,77,"female","2066_77",0.0188362943462946,27,"New South Wales","medium"
2068,78,"female","2066_78",0.0212338510083916,27,"New South Wales","medium"
2069,79,"female","2066_79",0.024046821158553,27,"New South Wales","medium"
2070,80,"female","2066_80",0.0274328636512447,27,"New South Wales","medium"
2071,81,"female","2066_81",0.0314493882735903,27,"New South Wales","medium"
2072,82,"female","2066_82",0.0362802405832723,27,"New South Wales","medium"
2073,83,"female","2066_83",0.0419476278077653,27,"New South Wales","medium"
2074,84,"female","2066_84",0.0485916838679502,27,"New South Wales","medium"
2075,85,"female","2066_85",0.0562423629544723,27,"New South Wales","medium"
2076,86,"female","2066_86",0.0649652788523591,27,"New South Wales","medium"
2077,87,"female","2066_87",0.0750037578653527,27,"New South Wales","medium"
2078,88,"female","2066_88",0.0866041871753829,27,"New South Wales","medium"
2079,89,"female","2066_89",0.100074511228589,27,"New South Wales","medium"
2080,90,"female","2066_90",0.115545540716192,27,"New South Wales","medium"
2081,91,"female","2066_91",0.133428540771099,27,"New South Wales","medium"
2082,92,"female","2066_92",0.15385072481826,27,"New South Wales","medium"
2083,93,"female","2066_93",0.17721461942581,27,"New South Wales","medium"
2084,94,"female","2066_94",0.203757677514372,27,"New South Wales","medium"
2085,95,"female","2066_95",0.218106259796942,27,"New South Wales","medium"
2086,96,"female","2066_96",0.248923004301697,27,"New South Wales","medium"
2087,97,"female","2066_97",0.279846186684006,27,"New South Wales","medium"
2088,98,"female","2066_98",0.310282209130973,27,"New South Wales","medium"
2089,99,"female","2066_99",0.330019102948564,27,"New South Wales","medium"
2090,100,"female","2066_100",0.360467842177434,27,"New South Wales","medium"
2017,32,"female","2017_32",0.000380072218295928,32,"New South Wales","medium"
2018,33,"female","2018_33",0.000410084072980755,32,"New South Wales","medium"
2019,34,"female","2019_34",0.000430092476510925,32,"New South Wales","medium"
2020,35,"female","2020_35",0.000470110484619841,32,"New South Wales","medium"
2021,36,"female","2021_36",0.000500125041682243,32,"New South Wales","medium"
2022,37,"female","2022_37",0.000540145852509252,32,"New South Wales","medium"
2023,38,"female","2023_38",0.000590174118489954,32,"New South Wales","medium"
2024,39,"female","2024_39",0.000640204887423272,32,"New South Wales","medium"
2025,40,"female","2025_40",0.000700245114393426,32,"New South Wales","medium"
2026,41,"female","2026_41",0.000760288946408772,32,"New South Wales","medium"
2027,42,"female","2027_42",0.000850361454838941,32,"New South Wales","medium"
2028,43,"female","2028_43",0.000930432718306139,32,"New South Wales","medium"
2029,44,"female","2029_44",0.00103053081452392,32,"New South Wales","medium"
2030,45,"female","2030_45",0.00113063893137362,32,"New South Wales","medium"
2031,46,"female","2031_46",0.00123075707086173,32,"New South Wales","medium"
2032,47,"female","2032_47",0.00135091207095624,32,"New South Wales","medium"
2033,48,"female","2033_48",0.00146106683851594,32,"New South Wales","medium"
2034,49,"female","2034_49",0.00158124951633067,32,"New South Wales","medium"
2035,50,"female","2035_50",0.00172148089834044,32,"New South Wales","medium"
2036,51,"female","2036_51",0.00188176941801836,32,"New South Wales","medium"
2037,52,"female","2037_52",0.00204208363422485,32,"New South Wales","medium"
2038,53,"female","2038_53",0.00221244565392788,32,"New South Wales","medium"
2039,54,"female","2039_54",0.00238283670179404,32,"New South Wales","medium"
2040,55,"female","2040_55",0.00255325678771729,32,"New South Wales","medium"
2041,56,"female","2041_56",0.00273373324605584,32,"New South Wales","medium"
2042,57,"female","2042_57",0.0029242715172468,32,"New South Wales","medium"
2043,58,"female","2043_58",0.00313490869548735,32,"New South Wales","medium"
2044,59,"female","2044_59",0.00336565747630169,32,"New South Wales","medium"
2045,60,"female","2045_60",0.00360649559411174,32,"New South Wales","medium"
2046,61,"female","2046_61",0.0038574303273047,32,"New South Wales","medium"
2047,62,"female","2047_62",0.00413855200464124,32,"New South Wales","medium"
2048,63,"female","2048_63",0.00445993072209334,32,"New South Wales","medium"
2049,64,"female","2049_64",0.00482160527921711,32,"New South Wales","medium"
2050,65,"female","2050_65",0.00523367179861336,32,"New South Wales","medium"
2051,66,"female","2051_66",0.00575653711237958,32,"New South Wales","medium"
2052,67,"female","2052_67",0.00636018315268248,32,"New South Wales","medium"
2053,68,"female","2053_68",0.00703468548112636,32,"New South Wales","medium"
2054,69,"female","2054_69",0.00781042209197705,32,"New South Wales","medium"
2055,70,"female","2055_70",0.00868762839756559,32,"New South Wales","medium"
2056,71,"female","2056_71",0.00966657111677035,32,"New South Wales","medium"
2057,72,"female","2057_72",0.0107677648613309,32,"New South Wales","medium"
2058,73,"female","2058_73",0.0120320962238388,32,"New South Wales","medium"
2059,74,"female","2059_74",0.0134804544138784,32,"New South Wales","medium"
2060,75,"female","2060_75",0.0151237901458469,32,"New South Wales","medium"
2061,76,"female","2061_76",0.0169528916526622,32,"New South Wales","medium"
2062,77,"female","2062_77",0.0189993500097828,32,"New South Wales","medium"
2063,78,"female","2063_78",0.0213768657595854,32,"New South Wales","medium"
2064,79,"female","2064_79",0.0241492602330031,32,"New South Wales","medium"
2065,80,"female","2065_80",0.0274842556022486,32,"New South Wales","medium"
2066,81,"female","2066_81",0.0314493882735903,32,"New South Wales","medium"
2067,82,"female","2066_82",0.0362802405832723,32,"New South Wales","medium"
2068,83,"female","2066_83",0.0419476278077653,32,"New South Wales","medium"
2069,84,"female","2066_84",0.0485916838679502,32,"New South Wales","medium"
2070,85,"female","2066_85",0.0562423629544723,32,"New South Wales","medium"
2071,86,"female","2066_86",0.0649652788523591,32,"New South Wales","medium"
