"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2056,61,"female","2056_61",0.00283401202113434,22,"Western Australia","high"
2057,62,"female","2057_62",0.0029643894640156,22,"Western Australia","high"
2058,63,"female","2058_63",0.00310481495347876,22,"Western Australia","high"
2059,64,"female","2059_64",0.00324526016502953,22,"Western Australia","high"
2060,65,"female","2060_65",0.00341582730116935,22,"Western Australia","high"
2061,66,"female","2061_66",0.00364664092019748,22,"Western Australia","high"
2062,67,"female","2062_67",0.00391766403410517,22,"Western Australia","high"
2063,68,"female","2063_68",0.00425905692038342,22,"Western Australia","high"
2064,69,"female","2064_69",0.00467089164989837,22,"Western Australia","high"
2065,70,"female","2065_70",0.00515325524080081,22,"Western Australia","high"
2066,71,"female","2066_71",0.00570624971992115,22,"Western Australia","high"
2067,72,"female","2066_72",0.0064004391810282,22,"Western Australia","high"
2068,73,"female","2066_73",0.00722604509173958,22,"Western Australia","high"
2069,74,"female","2066_74",0.00819347502852773,22,"Western Australia","high"
2070,75,"female","2066_75",0.00930314032614447,22,"Western Australia","high"
2071,76,"female","2066_76",0.0105757263721846,22,"Western Australia","high"
2072,77,"female","2066_77",0.0120422173227879,22,"Western Australia","high"
2073,78,"female","2066_78",0.0137744334218398,22,"Western Australia","high"
2074,79,"female","2066_79",0.0158143908943626,22,"Western Australia","high"
2075,80,"female","2066_80",0.0182861776873178,22,"Western Australia","high"
2076,81,"female","2066_81",0.0212338510083916,22,"Western Australia","high"
2077,82,"female","2066_82",0.0247948678182591,22,"Western Australia","high"
2078,83,"female","2066_83",0.0290066547030557,22,"Western Australia","high"
2079,84,"female","2066_84",0.0339291382630844,22,"Western Australia","high"
2080,85,"female","2066_85",0.0395935826604767,22,"Western Australia","high"
2081,86,"female","2066_86",0.0459287618884142,22,"Western Australia","high"
2082,87,"female","2066_87",0.0531476442108921,22,"Western Australia","high"
2083,88,"female","2066_88",0.0613861617143487,22,"Western Australia","high"
2084,89,"female","2066_89",0.0708517409719511,22,"Western Australia","high"
2085,90,"female","2066_90",0.0815897370399545,22,"Western Australia","high"
2086,91,"female","2066_91",0.0943326577347396,22,"Western Australia","high"
2087,92,"female","2066_92",0.10360649928877,22,"Western Australia","high"
2088,93,"female","2066_93",0.117691789819411,22,"Western Australia","high"
2089,94,"female","2066_94",0.134091549483086,22,"Western Australia","high"
2090,95,"female","2066_95",0.151613900175288,22,"Western Australia","high"
2091,96,"female","2066_96",0.167543295216229,22,"Western Australia","high"
2092,97,"female","2066_97",0.18413920772098,22,"Western Australia","high"
2093,98,"female","2066_98",0.201969316082803,22,"Western Australia","high"
2094,99,"female","2066_99",0.221120598862985,22,"Western Australia","high"
2095,100,"female","2066_100",0.240073558537056,22,"Western Australia","high"
2017,27,"female","2017_27",0.000350061264295381,27,"Western Australia","high"
2018,28,"female","2018_28",0.000360064815556227,27,"Western Australia","high"
2019,29,"female","2019_29",0.000380072218295928,27,"Western Australia","high"
2020,30,"female","2020_30",0.000400080021339691,27,"Western Australia","high"
2021,31,"female","2021_31",0.000440096828404036,27,"Western Australia","high"
2022,32,"female","2022_32",0.000470110484619841,27,"Western Australia","high"
2023,33,"female","2023_33",0.000520135246887585,27,"Western Australia","high"
2024,34,"female","2024_34",0.000560156858563269,27,"Western Australia","high"
2025,35,"female","2025_35",0.000610186125694964,27,"Western Australia","high"
2026,36,"female","2026_36",0.000660217895879456,27,"Western Australia","high"
2027,37,"female","2027_37",0.00071025216936722,27,"Western Australia","high"
2028,38,"female","2028_38",0.000760288946408772,27,"Western Australia","high"
2029,39,"female","2029_39",0.000820336383902481,27,"Western Australia","high"
2030,40,"female","2030_40",0.00089039628514658,27,"Western Australia","high"
2031,41,"female","2031_41",0.000950451535995455,27,"Western Australia","high"
2032,42,"female","2032_42",0.00103053081452392,27,"Western Australia","high"
2033,43,"female","2033_43",0.001100605444033,27,"Western Australia","high"
2034,44,"female","2034_44",0.00118069674816244,27,"Western Australia","high"
2035,45,"female","2035_45",0.00126079446742279,27,"Western Australia","high"
2036,46,"female","2036_46",0.00133088523499547,27,"Western Australia","high"
2037,47,"female","2037_47",0.0014009809156281,27,"Western Australia","high"
2038,48,"female","2038_48",0.00147108151000972,27,"Western Australia","high"
2039,49,"female","2039_49",0.00154118701882918,27,"Western Australia","high"
2040,50,"female","2040_50",0.00162131361890006,27,"Western Australia","high"
2041,51,"female","2041_51",0.00170144663975757,27,"Western Australia","high"
2042,52,"female","2042_52",0.00180162194662821,27,"Western Australia","high"
2043,53,"female","2043_53",0.00190180728959633,27,"Western Australia","high"
2044,54,"female","2044_54",0.00201202276095413,27,"Western Australia","high"
2045,55,"female","2045_55",0.00214229307203354,27,"Western Australia","high"
2046,56,"female","2046_56",0.00227258035567783,27,"Western Australia","high"
2047,57,"female","2047_57",0.00240288461631031,27,"Western Australia","high"
2048,58,"female","2048_58",0.00255325678771729,27,"Western Australia","high"
2049,59,"female","2049_59",0.00270365157431482,27,"Western Australia","high"
2050,60,"female","2050_60",0.00284404045173513,27,"Western Australia","high"
2051,61,"female","2051_61",0.00298444904095981,27,"Western Australia","high"
2052,62,"female","2052_62",0.00312487734752493,27,"Western Australia","high"
2053,63,"female","2053_63",0.00325529272067263,27,"Western Australia","high"
2054,64,"female","2054_64",0.00340579313483282,27,"Western Australia","high"
2055,65,"female","2055_65",0.00358642353542035,27,"Western Australia","high"
2056,66,"female","2056_66",0.00383735323125518,27,"Western Australia","high"
2057,67,"female","2057_67",0.00412851058378015,27,"Western Australia","high"
2058,68,"female","2058_68",0.00448002032170832,27,"Western Australia","high"
2059,69,"female","2059_69",0.00490199517023158,27,"Western Australia","high"
2060,70,"female","2060_70",0.00542468704522684,27,"Western Australia","high"
2061,71,"female","2061_71",0.00599795180363598,27,"Western Australia","high"
2062,72,"female","2062_72",0.00666214287355038,27,"Western Australia","high"
2063,73,"female","2063_73",0.00744766513515741,27,"Western Australia","high"
2064,74,"female","2064_74",0.00835480438275363,27,"Western Australia","high"
2065,75,"female","2065_75",0.00939398564186911,27,"Western Australia","high"
2066,76,"female","2066_76",0.0105757263721846,27,"Western Australia","high"
2067,77,"female","2066_77",0.0120422173227879,27,"Western Australia","high"
2068,78,"female","2066_78",0.0137744334218398,27,"Western Australia","high"
2069,79,"female","2066_79",0.0158143908943626,27,"Western Australia","high"
2070,80,"female","2066_80",0.0182861776873178,27,"Western Australia","high"
2071,81,"female","2066_81",0.0212338510083916,27,"Western Australia","high"
2072,82,"female","2066_82",0.0247948678182591,27,"Western Australia","high"
2073,83,"female","2066_83",0.0290066547030557,27,"Western Australia","high"
2074,84,"female","2066_84",0.0339291382630844,27,"Western Australia","high"
2075,85,"female","2066_85",0.0395935826604767,27,"Western Australia","high"
2076,86,"female","2066_86",0.0459287618884142,27,"Western Australia","high"
2077,87,"female","2066_87",0.0531476442108921,27,"Western Australia","high"
2078,88,"female","2066_88",0.0613861617143487,27,"Western Australia","high"
2079,89,"female","2066_89",0.0708517409719511,27,"Western Australia","high"
2080,90,"female","2066_90",0.0815897370399545,27,"Western Australia","high"
2081,91,"female","2066_91",0.0943326577347396,27,"Western Australia","high"
2082,92,"female","2066_92",0.10360649928877,27,"Western Australia","high"
2083,93,"female","2066_93",0.117691789819411,27,"Western Australia","high"
2084,94,"female","2066_94",0.134091549483086,27,"Western Australia","high"
2085,95,"female","2066_95",0.151613900175288,27,"Western Australia","high"
2086,96,"female","2066_96",0.167543295216229,27,"Western Australia","high"
2087,97,"female","2066_97",0.18413920772098,27,"Western Australia","high"
2088,98,"female","2066_98",0.201969316082803,27,"Western Australia","high"
2089,99,"female","2066_99",0.221120598862985,27,"Western Australia","high"
2090,100,"female","2066_100",0.240073558537056,27,"Western Australia","high"
2017,32,"female","2017_32",0.000490120089230741,32,"Western Australia","high"
2018,33,"female","2018_33",0.000530140499645432,32,"Western Australia","high"
2019,34,"female","2019_34",0.000580168265065663,32,"Western Australia","high"
2020,35,"female","2020_35",0.000630198533388422,32,"Western Australia","high"
2021,36,"female","2021_36",0.000680231304864163,32,"Western Australia","high"
2022,37,"female","2022_37",0.000730266579743379,32,"Western Australia","high"
2023,38,"female","2023_38",0.000770296602265652,32,"Western Australia","high"
2024,39,"female","2024_39",0.000830344640714389,32,"Western Australia","high"
2025,40,"female","2025_40",0.000900405243164155,32,"Western Australia","high"
2026,41,"female","2026_41",0.000970470754445855,32,"Western Australia","high"
2027,42,"female","2027_42",0.00104054117524742,32,"Western Australia","high"
2028,43,"female","2028_43",0.00112062766870308,32,"Western Australia","high"
2029,44,"female","2029_44",0.00120072057651888,32,"Western Australia","high"
2030,45,"female","2030_45",0.00127080713344535,32,"Western Australia","high"
2031,46,"female","2031_46",0.00135091207095624,32,"Western Australia","high"
2032,47,"female","2032_47",0.00143102342578231,32,"Western Australia","high"
2033,48,"female","2033_48",0.00152115637193874,32,"Western Australia","high"
2034,49,"female","2034_49",0.00160128136697388,32,"Western Australia","high"
2035,50,"female","2035_50",0.00169142966097839,32,"Western Australia","high"
2036,51,"female","2036_51",0.00179160396434987,32,"Western Australia","high"
2037,52,"female","2037_52",0.00190180728959633,32,"Western Australia","high"
2038,53,"female","2038_53",0.00200200267067308,32,"Western Australia","high"
2039,54,"female","2039_54",0.00212225038110116,32,"Western Australia","high"
2040,55,"female","2040_55",0.00225253505329376,32,"Western Australia","high"
2041,56,"female","2041_56",0.00238283670179404,32,"Western Australia","high"
2042,57,"female","2042_57",0.00253320585835602,32,"Western Australia","high"
2043,58,"female","2043_58",0.00268359762920178,32,"Western Australia","high"
2044,59,"female","2044_59",0.00283401202113434,32,"Western Australia","high"
2045,60,"female","2045_60",0.00298444904095981,32,"Western Australia","high"
2046,61,"female","2046_61",0.00313490869548735,32,"Western Australia","high"
2047,62,"female","2047_62",0.00328539099152921,32,"Western Australia","high"
2048,63,"female","2048_63",0.00342586156819126,32,"Western Australia","high"
2049,64,"female","2049_64",0.00358642353542035,32,"Western Australia","high"
2050,65,"female","2050_65",0.00376708656924403,32,"Western Australia","high"
2051,66,"female","2051_66",0.00402810192043633,32,"Western Australia","high"
2052,67,"female","2052_67",0.00433940159909811,32,"Western Australia","high"
2053,68,"female","2053_68",0.00471107973011922,32,"Western Australia","high"
2054,69,"female","2054_69",0.00515325524080081,32,"Western Australia","high"
2055,70,"female","2055_70",0.00569619254488101,32,"Western Australia","high"
2056,71,"female","2056_71",0.00630986539603873,32,"Western Australia","high"
2057,72,"female","2057_72",0.00700447415288304,32,"Western Australia","high"
2058,73,"female","2058_73",0.00783057911518856,32,"Western Australia","high"
2059,74,"female","2059_74",0.00878850603307935,32,"Western Australia","high"
2060,75,"female","2060_75",0.00987863342349023,32,"Western Australia","high"
2061,76,"female","2061_76",0.0111216165405107,32,"Western Australia","high"
2062,77,"female","2062_77",0.0125382766981054,32,"Western Australia","high"
2063,78,"female","2063_78",0.0141902064360484,32,"Western Australia","high"
2064,79,"female","2064_79",0.0161293819298836,32,"Western Australia","high"
2065,80,"female","2065_80",0.0184695162836613,32,"Western Australia","high"
2066,81,"female","2066_81",0.0212338510083916,32,"Western Australia","high"
2067,82,"female","2066_82",0.0247948678182591,32,"Western Australia","high"
2068,83,"female","2066_83",0.0290066547030557,32,"Western Australia","high"
2069,84,"female","2066_84",0.0339291382630844,32,"Western Australia","high"
2070,85,"female","2066_85",0.0395935826604767,32,"Western Australia","high"
2071,86,"female","2066_86",0.0459287618884142,32,"Western Australia","high"
2072,87,"female","2066_87",0.0531476442108921,32,"Western Australia","high"
2073,88,"female","2066_88",0.0613861617143487,32,"Western Australia","high"
2074,89,"female","2066_89",0.0708517409719511,32,"Western Australia","high"
2075,90,"female","2066_90",0.0815897370399545,32,"Western Australia","high"
2076,91,"female","2066_91",0.0943326577347396,32,"Western Australia","high"
2077,92,"female","2066_92",0.10360649928877,32,"Western Australia","high"
2078,93,"female","2066_93",0.117691789819411,32,"Western Australia","high"
2079,94,"female","2066_94",0.134091549483086,32,"Western Australia","high"
2080,95,"female","2066_95",0.151613900175288,32,"Western Australia","high"
2081,96,"female","2066_96",0.167543295216229,32,"Western Australia","high"
2082,97,"female","2066_97",0.18413920772098,32,"Western Australia","high"
2083,98,"female","2066_98",0.201969316082803,32,"Western Australia","high"
2084,99,"female","2066_99",0.221120598862985,32,"Western Australia","high"
2085,100,"female","2066_100",0.240073558537056,32,"Western Australia","high"
2017,37,"female","2017_37",0.00074027393514964,37,"Western Australia","high"
2018,38,"female","2018_38",0.000780304358276598,37,"Western Australia","high"
2019,39,"female","2019_39",0.000840352997692503,37,"Western Australia","high"
2020,40,"female","2020_40",0.000910414301361862,37,"Western Australia","high"
2021,41,"female","2021_41",0.00098048051396142,37,"Western Australia","high"
2022,42,"female","2022_42",0.00105055163617913,37,"Western Australia","high"
2023,43,"female","2023_43",0.00113063893137362,37,"Western Australia","high"
2024,44,"female","2024_44",0.00121073264105679,37,"Western Australia","high"
2025,45,"female","2025_45",0.00129083276625604,37,"Western Australia","high"
2026,46,"female","2026_46",0.0013709393079993,37,"Western Australia","high"
2027,47,"female","2027_47",0.00145105226731469,37,"Western Australia","high"
2028,48,"female","2028_48",0.00154118701882918,37,"Western Australia","high"
2029,49,"female","2029_49",0.00163132989534944,37,"Western Australia","high"
2030,50,"female","2030_50",0.00172148089834044,37,"Western Australia","high"
2031,51,"female","2031_51",0.00183167649563689,37,"Western Australia","high"
2032,52,"female","2032_52",0.00195190372524541,37,"Western Australia","high"
2033,53,"female","2033_53",0.00207214541117872,37,"Western Australia","high"
2034,54,"female","2034_54",0.00220242355520004,37,"Western Australia","high"
2035,55,"female","2035_55",0.00235276558359716,37,"Western Australia","high"
2036,56,"female","2036_56",0.00251315533102646,37,"Western Australia","high"
2037,57,"female","2037_57",0.00266354408624138,37,"Western Australia","high"
2038,58,"female","2038_58",0.00282398369110196,37,"Western Australia","high"
2039,59,"female","2039_59",0.00298444904095981,37,"Western Australia","high"
2040,60,"female","2040_60",0.00314494014407884,37,"Western Australia","high"
2041,61,"female","2041_61",0.00329542394979727,37,"Western Australia","high"
2042,62,"female","2042_62",0.00344593040429981,37,"Western Australia","high"
2043,63,"female","2043_63",0.00360649559411174,37,"Western Australia","high"
2044,64,"female","2044_64",0.00376708656924403,37,"Western Australia","high"
2045,65,"female","2045_65",0.00396786156138552,37,"Western Australia","high"
2046,66,"female","2046_66",0.00423897175929973,37,"Western Australia","high"
2047,67,"female","2047_67",0.0045603827563316,37,"Western Australia","high"
2048,68,"female","2048_68",0.00495224213406936,37,"Western Australia","high"
2049,69,"female","2049_69",0.00542468704522684,37,"Western Australia","high"
2050,70,"female","2050_70",0.00598789169448376,37,"Western Australia","high"
2051,71,"female","2051_71",0.00663194279804792,37,"Western Australia","high"
2052,72,"female","2052_72",0.00736707034556696,37,"Western Australia","high"
2053,73,"female","2053_73",0.00822372229997418,37,"Western Australia","high"
2054,74,"female","2054_74",0.00923248856360592,37,"Western Australia","high"
2055,75,"female","2055_75",0.010383724754739,37,"Western Australia","high"
2056,76,"female","2056_76",0.0116880397951911,37,"Western Australia","high"
2057,77,"female","2057_77",0.0131764291166321,37,"Western Australia","high"
2058,78,"female","2058_78",0.014920763010573,37,"Western Australia","high"
2059,79,"female","2059_79",0.0169630626784611,37,"Western Australia","high"
2060,80,"female","2060_80",0.0194173015436836,37,"Western Australia","high"
2061,81,"female","2061_81",0.0223171861510335,37,"Western Australia","high"
2062,82,"female","2062_82",0.0258102368998172,37,"Western Australia","high"
2063,83,"female","2063_83",0.0298923578650367,37,"Western Australia","high"
2064,84,"female","2064_84",0.0346225011524846,37,"Western Australia","high"
2065,85,"female","2065_85",0.0399890082163633,37,"Western Australia","high"
2066,86,"female","2066_86",0.0459287618884142,37,"Western Australia","high"
2067,87,"female","2066_87",0.0531476442108921,37,"Western Australia","high"
2068,88,"female","2066_88",0.0613861617143487,37,"Western Australia","high"
2069,89,"female","2066_89",0.0708517409719511,37,"Western Australia","high"
2070,90,"female","2066_90",0.0815897370399545,37,"Western Australia","high"
2071,91,"female","2066_91",0.0943326577347396,37,"Western Australia","high"
2072,92,"female","2066_92",0.10360649928877,37,"Western Australia","high"
2073,93,"female","2066_93",0.117691789819411,37,"Western Australia","high"
2074,94,"female","2066_94",0.134091549483086,37,"Western Australia","high"
2075,95,"female","2066_95",0.151613900175288,37,"Western Australia","high"
2076,96,"female","2066_96",0.167543295216229,37,"Western Australia","high"
2077,97,"female","2066_97",0.18413920772098,37,"Western Australia","high"
2078,98,"female","2066_98",0.201969316082803,37,"Western Australia","high"
2079,99,"female","2066_99",0.221120598862985,37,"Western Australia","high"
2080,100,"female","2066_100",0.240073558537056,37,"Western Australia","high"
2017,42,"female","2017_42",0.00107057285867566,42,"Western Australia","high"
2018,43,"female","2018_43",0.00114065029427066,42,"Western Australia","high"
2019,44,"female","2019_44",0.00123075707086173,42,"Western Australia","high"
2020,45,"female","2020_45",0.00131085880010072,42,"Western Australia","high"
2021,46,"female","2021_46",0.00139096694614063,42,"Western Australia","high"
2022,47,"female","2022_47",0.00147108151000972,42,"Western Australia","high"
2023,48,"female","2023_48",0.00156121806695446,42,"Western Australia","high"
2024,49,"female","2024_49",0.00165136274923049,42,"Western Australia","high"
2025,50,"female","2025_50",0.00175153303880638,42,"Western Australia","high"
2026,51,"female","2026_51",0.00186173194794864,42,"Western Australia","high"
2027,52,"female","2027_52",0.00199198268079323,42,"Western Australia","high"
2028,53,"female","2028_53",0.00211222918627396,42,"Western Australia","high"
2029,54,"female","2029_54",0.00226255765425908,42,"Western Australia","high"
2030,55,"female","2030_55",0.00242293293275363,42,"Western Australia","high"
2031,56,"female","2031_56",0.00259335985259933,42,"Western Australia","high"
2032,57,"female","2032_57",0.00276381582273105,42,"Western Australia","high"
2033,58,"female","2033_58",0.00294433028945005,42,"Western Australia","high"
2034,59,"female","2034_59",0.00312487734752493,42,"Western Australia","high"
2035,60,"female","2035_60",0.00330545700872648,42,"Western Australia","high"
2036,61,"female","2036_61",0.00346599964317462,42,"Western Australia","high"
2037,62,"female","2037_62",0.00362656805569865,42,"Western Australia","high"
2038,63,"female","2038_63",0.00378716225457843,42,"Western Australia","high"
2039,64,"female","2039_64",0.00395782185434413,42,"Western Australia","high"
2040,65,"female","2040_65",0.0041686768722197,42,"Western Australia","high"
2041,66,"female","2041_66",0.00444988607363089,42,"Western Australia","high"
2042,67,"female","2042_67",0.00479146073613076,42,"Western Australia","high"
2043,68,"female","2043_68",0.0052035148315978,42,"Western Australia","high"
2044,69,"female","2044_69",0.00569619254488101,42,"Western Australia","high"
2045,70,"female","2045_70",0.00629980214852798,42,"Western Australia","high"
2046,71,"female","2046_71",0.0069742637373365,42,"Western Australia","high"
2047,72,"female","2047_72",0.0077398757102213,42,"Western Australia","high"
2048,73,"female","2048_73",0.00864728019255084,42,"Western Australia","high"
2049,74,"female","2049_74",0.00970696047014234,42,"Western Australia","high"
2050,75,"female","2050_75",0.010909290508036,42,"Western Australia","high"
2051,76,"female","2051_76",0.0122851544336384,42,"Western Australia","high"
2052,77,"female","2052_77",0.0138555462904408,42,"Western Australia","high"
2053,78,"female","2053_78",0.0156823274021072,42,"Western Australia","high"
2054,79,"female","2054_79",0.0178279781996122,42,"Western Australia","high"
2055,80,"female","2055_80",0.0204068097776626,42,"Western Australia","high"
2056,81,"female","2056_81",0.0234631187278076,42,"Western Australia","high"
2057,82,"female","2057_82",0.0271245673966576,42,"Western Australia","high"
2058,83,"female","2058_83",0.0314287495036602,42,"Western Australia","high"
2059,84,"female","2059_84",0.0363943111931034,42,"Western Australia","high"
2060,85,"female","2060_85",0.0420414878000126,42,"Western Australia","high"
2061,86,"female","2061_86",0.0482872906315268,42,"Western Australia","high"
2062,87,"female","2062_87",0.0553118844310874,42,"Western Australia","high"
2063,88,"female","2063_88",0.0632593396391909,42,"Western Australia","high"
2064,89,"female","2064_89",0.0722911620147426,42,"Western Australia","high"
2065,90,"female","2065_90",0.0824038262548157,42,"Western Australia","high"
2066,91,"female","2066_91",0.0943326577347396,42,"Western Australia","high"
2067,92,"female","2066_92",0.10360649928877,42,"Western Australia","high"
2068,93,"female","2066_93",0.117691789819411,42,"Western Australia","high"
2069,94,"female","2066_94",0.134091549483086,42,"Western Australia","high"
2070,95,"female","2066_95",0.151613900175288,42,"Western Australia","high"
2071,96,"female","2066_96",0.167543295216229,42,"Western Australia","high"
2072,97,"female","2066_97",0.18413920772098,42,"Western Australia","high"
2073,98,"female","2066_98",0.201969316082803,42,"Western Australia","high"
2074,99,"female","2066_99",0.221120598862985,42,"Western Australia","high"
2075,100,"female","2066_100",0.240073558537056,42,"Western Australia","high"
2017,47,"female","2017_47",0.00149111115388334,47,"Western Australia","high"
2018,48,"female","2018_48",0.00159126539149284,47,"Western Australia","high"
2019,49,"female","2019_49",0.00168141278253818,47,"Western Australia","high"
2020,50,"female","2020_50",0.00178158608243061,47,"Western Australia","high"
2021,51,"female","2021_51",0.00190180728959633,47,"Western Australia","high"
2022,52,"female","2022_52",0.002032063242728,47,"Western Australia","high"
2023,53,"female","2023_53",0.00216233616468343,47,"Western Australia","high"
2024,54,"female","2024_54",0.00232269536964535,47,"Western Australia","high"
2025,55,"female","2025_55",0.00249310520571249,47,"Western Australia","high"
2026,56,"female","2026_56",0.00267357080745345,47,"Western Australia","high"
2027,57,"female","2027_57",0.00285406898290647,47,"Western Australia","high"
2028,58,"female","2028_58",0.003064691372845,47,"Western Australia","high"
2029,59,"female","2029_59",0.00326532537696902,47,"Western Australia","high"
2030,60,"female","2030_60",0.00345596497339036,47,"Western Australia","high"
2031,61,"female","2031_61",0.00364664092019748,47,"Western Australia","high"
2032,62,"female","2032_62",0.00382731483438712,47,"Western Australia","high"
2033,63,"female","2033_63",0.00400802139753882,47,"Western Australia","high"
2034,64,"female","2034_64",0.0041887606214546,47,"Western Australia","high"
2035,65,"female","2035_65",0.0043996643446871,47,"Western Australia","high"
2036,66,"female","2036_66",0.00468093851854062,47,"Western Australia","high"
2037,67,"female","2037_67",0.00503264252807468,47,"Western Australia","high"
2038,68,"female","2038_68",0.00546490543106728,47,"Western Australia","high"
2039,69,"female","2039_69",0.00598789169448376,47,"Western Australia","high"
2040,70,"female","2040_70",0.00662187630888697,47,"Western Australia","high"
2041,71,"female","2041_71",0.00732677538646086,47,"Western Australia","high"
2042,72,"female","2042_72",0.00814306494246704,47,"Western Australia","high"
2043,73,"female","2043_73",0.00909120001178034,47,"Western Australia","high"
2044,74,"female","2044_74",0.0102119650764167,47,"Western Australia","high"
2045,75,"female","2045_75",0.0114755934750246,47,"Western Australia","high"
2046,76,"female","2046_76",0.0129231452904896,47,"Western Australia","high"
2047,77,"female","2047_77",0.0145655646793152,47,"Western Australia","high"
2048,78,"female","2048_78",0.0164851362598624,47,"Western Australia","high"
2049,79,"female","2049_79",0.018744587218039,47,"Western Australia","high"
2050,80,"female","2050_80",0.0214585976585694,47,"Western Australia","high"
2051,81,"female","2051_81",0.0246718628056498,47,"Western Australia","high"
2052,82,"female","2052_82",0.0285229389332383,47,"Western Australia","high"
2053,83,"female","2053_83",0.0330398540782002,47,"Western Australia","high"
2054,84,"female","2054_84",0.0382627721253322,47,"Western Australia","high"
2055,85,"female","2055_85",0.0442027026797326,47,"Western Australia","high"
2056,86,"female","2056_86",0.0507671170536532,47,"Western Australia","high"
2057,87,"female","2057_87",0.0581589141735321,47,"Western Australia","high"
2058,88,"female","2058_88",0.066503116358279,47,"Western Australia","high"
2059,89,"female","2059_89",0.0759959070279224,47,"Western Australia","high"
2060,90,"female","2060_90",0.0866369016597237,47,"Western Australia","high"
2061,91,"female","2061_91",0.0991796565827451,47,"Western Australia","high"
2062,92,"female","2062_92",0.108610234724049,47,"Western Australia","high"
2063,93,"female","2063_93",0.122212832735769,47,"Western Australia","high"
2064,94,"female","2064_94",0.137700069496742,47,"Western Australia","high"
2065,95,"female","2065_95",0.153769085976787,47,"Western Australia","high"
2066,96,"female","2066_96",0.167543295216229,47,"Western Australia","high"
2067,97,"female","2066_97",0.18413920772098,47,"Western Australia","high"
2068,98,"female","2066_98",0.201969316082803,47,"Western Australia","high"
2069,99,"female","2066_99",0.221120598862985,47,"Western Australia","high"
2070,100,"female","2066_100",0.240073558537056,47,"Western Australia","high"
2017,52,"female","2017_52",0.00208216620432454,52,"Western Australia","high"
2018,53,"female","2018_53",0.00222246785309909,52,"Western Australia","high"
2019,54,"female","2019_54",0.00238283670179404,52,"Western Australia","high"
2020,55,"female","2020_55",0.0025632824031648,52,"Western Australia","high"
2021,56,"female","2021_56",0.00275378819662108,52,"Western Australia","high"
2022,57,"female","2022_57",0.00295435982643651,52,"Western Australia","high"
2023,58,"female","2023_58",0.00317503509364696,52,"Western Australia","high"
2024,59,"female","2024_59",0.00339575906917989,52,"Western Australia","high"
2025,60,"female","2025_60",0.00361653177454223,52,"Western Australia","high"
2026,61,"female","2026_61",0.00383735323125518,52,"Western Australia","high"
2027,62,"female","2027_62",0.00404818284656934,52,"Western Australia","high"
2028,63,"female","2028_63",0.00424901428941492,52,"Western Australia","high"
2029,64,"female","2029_64",0.00446997547145188,52,"Western Australia","high"
2030,65,"female","2030_65",0.00472112700253598,52,"Western Australia","high"
2031,66,"female","2031_66",0.00504269303185622,52,"Western Australia","high"
2032,67,"female","2032_67",0.00540457845885977,52,"Western Australia","high"
2033,68,"female","2033_68",0.00584706079192726,52,"Western Australia","high"
2034,69,"female","2034_69",0.00637024700784352,52,"Western Australia","high"
2035,70,"female","2035_70",0.00699440391295954,52,"Western Australia","high"
2036,71,"female","2036_71",0.00770964307005295,52,"Western Australia","high"
2037,72,"female","2037_72",0.00855650268312073,52,"Western Australia","high"
2038,73,"female","2038_73",0.00955550880565149,52,"Western Australia","high"
2039,74,"female","2039_74",0.0107273326408888,52,"Western Australia","high"
2040,75,"female","2040_75",0.0120624598280009,52,"Western Australia","high"
2041,76,"female","2041_76",0.0135818167234041,52,"Western Australia","high"
2042,77,"female","2042_77",0.0153167041118933,52,"Western Australia","high"
2043,78,"female","2043_78",0.0173292885218218,52,"Western Australia","high"
2044,79,"female","2044_79",0.0197130313100199,52,"Western Australia","high"
2045,80,"female","2045_80",0.0225524044705115,52,"Western Australia","high"
2046,81,"female","2046_81",0.0259333820265044,52,"Western Australia","high"
2047,82,"female","2047_82",0.0299850930905786,52,"Western Australia","high"
2048,83,"female","2048_83",0.0347363828088611,52,"Western Australia","high"
2049,84,"female","2049_84",0.040228420720044,52,"Western Australia","high"
2050,85,"female","2050_85",0.0464628744103409,52,"Western Australia","high"
2051,86,"female","2051_86",0.0533691316582054,52,"Western Australia","high"
2052,87,"female","2052_87",0.0611416304423649,52,"Western Australia","high"
2053,88,"female","2053_88",0.0699182995634523,52,"Western Australia","high"
2054,89,"female","2054_89",0.079898551397885,52,"Western Australia","high"
2055,90,"female","2055_90",0.0910960716441218,52,"Western Australia","high"
2056,91,"female","2056_91",0.104272219178437,52,"Western Australia","high"
2057,92,"female","2057_92",0.11522007285327,52,"Western Australia","high"
2058,93,"female","2058_93",0.130120074933522,52,"Western Australia","high"
2059,94,"female","2059_94",0.147132034908114,52,"Western Australia","high"
2060,95,"female","2060_95",0.165039751159427,52,"Western Australia","high"
2061,96,"female","2061_96",0.180754784822423,52,"Western Australia","high"
2062,97,"female","2062_97",0.196282559650584,52,"Western Australia","high"
2063,98,"female","2063_98",0.212191247356265,52,"Western Australia","high"
2064,99,"female","2064_99",0.227791837878717,52,"Western Australia","high"
2065,100,"female","2065_100",0.24404803543172,52,"Western Australia","high"
2017,57,"female","2017_57",0.00305466072922871,57,"Western Australia","high"
2018,58,"female","2018_58",0.00329542394979727,57,"Western Australia","high"
2019,59,"female","2019_59",0.00354628062665975,57,"Western Australia","high"
2020,60,"female","2020_60",0.00379720024838503,57,"Western Australia","high"
